RAID Rent Affordability Indicator,Households where rent payments are less than or equal to 30% of household income,,,,,,,,,,,,,,,,,,,,,,,,,,,Households where rent payments are more than 30% of household income,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to be determined,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,
RNTRD Rent (weekly) Ranges,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable
Calga - Kulnura,9,0,3,0,8,3,13,6,17,6,16,6,11,10,11,5,12,6,8,0,9,0,8,5,3,0,0,0,0,0,0,0,3,3,13,15,4,12,3,7,8,5,3,3,0,8,5,8,10,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852,9,0,3,0,11,6,16,20,35,14,33,9,15,22,21,7,16,10,18,5,18,13,14,8,7,32,1852
Erina - Green Point,7,13,26,11,18,18,17,5,9,5,22,3,29,25,27,27,28,30,33,15,69,32,19,5,5,0,0,0,3,11,4,11,24,12,7,14,15,21,18,41,25,42,13,23,8,26,4,43,15,17,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,4,5,0,7,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5172,6,16,35,13,28,51,29,16,24,22,45,22,68,45,70,37,60,41,63,19,122,53,34,6,11,38,5172
Gosford - Springfield,22,24,140,33,46,36,48,28,44,43,153,95,220,194,338,145,210,119,158,43,147,44,5,5,3,0,0,5,20,50,30,38,92,86,33,57,56,129,87,198,146,218,100,117,63,76,16,80,23,10,7,10,0,0,0,0,14,0,11,9,9,4,3,6,13,7,11,7,19,12,20,14,13,3,8,10,0,0,5,105,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,9,6235,27,46,203,70,100,145,137,64,109,107,296,193,434,351,578,261,351,200,244,66,239,71,19,13,15,113,6235
Kariong,0,0,10,4,3,4,4,3,12,0,8,4,6,17,37,26,27,25,32,3,52,14,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,0,4,11,7,19,14,19,9,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,0,0,16,4,4,0,8,4,12,4,8,9,17,28,61,38,45,31,40,12,85,17,0,0,0,14,1730
Kincumber - Picketts Valley,4,8,28,12,12,12,11,3,4,6,13,4,10,10,19,16,23,14,17,9,26,17,6,0,0,0,0,0,0,8,5,9,10,0,0,3,3,0,9,20,14,19,15,16,13,11,5,20,4,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2813,8,13,39,17,23,20,14,3,6,10,17,12,38,20,40,29,45,29,34,13,49,21,10,6,3,32,2813
Narara,0,8,8,3,5,0,3,10,8,6,8,10,21,17,31,28,35,19,20,7,23,9,4,0,0,0,0,0,4,4,0,0,0,7,5,5,4,12,8,20,12,16,12,18,7,10,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,0,11,10,7,9,6,15,8,10,12,18,11,44,33,51,46,49,35,32,9,39,20,6,0,0,22,2131
Niagara Park - Lisarow,0,3,32,4,10,3,6,3,9,5,13,5,14,12,30,33,26,13,16,10,27,10,3,0,0,0,0,0,0,11,4,5,6,3,6,3,0,9,5,10,16,21,12,19,14,14,0,15,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,5,6,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2483,9,3,39,11,13,9,10,7,11,4,15,12,23,25,55,53,50,33,30,12,41,20,6,0,0,8,2483
Point Clare - Koolewong,0,0,18,8,0,3,6,0,3,3,14,5,11,24,35,10,32,9,20,15,42,29,5,7,0,0,0,0,3,8,3,0,29,16,4,18,9,21,10,16,19,20,5,16,12,7,4,17,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,0,3,31,9,5,34,24,4,19,20,37,15,33,45,60,19,46,19,27,21,64,37,10,5,0,17,2195
Saratoga - Davistown,0,0,4,5,4,3,8,0,0,0,11,0,8,8,18,9,15,12,21,10,30,15,3,0,9,0,0,0,0,5,3,0,0,7,0,3,3,11,7,12,12,27,4,11,8,9,3,27,16,3,5,5,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561,0,0,10,10,4,5,13,0,5,3,25,8,24,19,42,18,29,22,36,14,56,32,8,8,15,10,2561
Terrigal - North Avoca,0,0,6,12,6,3,9,5,9,11,20,8,15,17,33,18,60,31,43,28,129,105,48,34,28,0,0,0,0,0,3,7,6,8,5,5,5,19,17,24,11,33,17,40,27,38,15,79,39,27,12,13,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,3,3,6,5,0,6,18,13,3,0,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,12,6,5423,0,0,10,15,10,9,21,10,16,21,46,19,45,24,74,48,99,61,93,44,224,165,91,44,58,36,5423
Umina - Booker Bay - Patonga,3,5,26,10,12,9,31,19,34,13,86,57,156,157,185,95,143,75,95,40,155,55,19,5,5,0,0,0,4,9,4,11,23,39,46,102,78,156,107,211,147,189,89,124,75,74,30,99,24,18,5,0,0,0,0,0,0,0,0,6,0,4,7,5,3,7,18,11,21,10,13,3,14,8,11,5,0,0,0,101,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,3,0,6,0,0,0,0,9,9075,3,10,36,16,25,36,76,74,145,102,252,166,395,317,405,190,281,156,179,75,269,90,40,14,10,99,9075
Wamberal - Forresters Beach,0,0,0,0,0,0,8,0,13,9,10,6,15,12,30,15,21,20,24,7,53,40,26,14,14,0,0,0,0,0,0,0,4,0,0,5,5,9,7,13,10,24,9,9,9,20,3,26,12,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3576,0,0,0,0,3,3,10,0,12,13,20,8,35,19,50,21,37,31,47,10,85,60,45,15,23,24,3576
Woy Woy - Blackwall,11,17,121,20,38,19,24,14,29,16,39,24,76,66,137,63,93,43,64,18,56,15,3,0,5,0,0,0,6,33,15,20,34,33,25,30,29,66,45,120,93,131,48,65,34,41,11,48,14,0,3,7,0,0,4,0,19,5,5,5,5,3,6,0,3,3,12,5,12,7,3,0,6,4,8,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4739,14,23,174,33,62,59,62,43,60,49,108,76,210,167,275,117,168,76,113,26,113,35,6,3,13,78,4739
Wyoming,12,8,48,12,13,0,21,11,17,13,33,18,29,27,60,28,58,29,31,14,48,5,0,0,0,0,0,0,7,16,8,8,8,9,16,16,5,19,14,44,34,38,37,34,24,21,6,26,10,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,9,0,4,6,12,0,8,4,0,0,6,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,12,14,74,17,17,17,31,21,37,22,56,35,83,61,103,74,100,56,53,21,77,18,0,0,0,39,3694
Bateau Bay - Killarney Vale,10,18,75,20,26,19,47,10,23,16,58,27,75,57,111,53,103,54,84,24,75,42,14,3,0,0,0,0,5,18,10,26,36,39,32,37,21,42,31,75,55,99,48,84,36,31,15,59,26,13,0,3,0,0,4,0,7,0,0,4,5,4,0,3,4,0,3,3,13,11,15,8,11,0,7,3,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,7173,16,22,103,36,52,62,88,41,58,40,107,65,155,122,217,114,205,98,120,38,143,68,20,3,6,81,7173
Blue Haven - San Remo,4,4,6,0,14,8,15,6,14,9,40,18,86,79,109,45,85,25,35,12,19,0,0,0,0,0,0,0,0,0,0,3,5,5,6,12,11,38,24,83,66,80,30,62,22,29,10,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,7,16,4,4,0,3,0,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062,4,4,6,0,13,12,22,16,24,25,76,46,173,144,203,85,151,49,71,19,39,8,6,0,0,40,3062
Budgewoi - Buff Point - Halekulani,3,0,8,6,20,13,15,10,17,6,35,33,58,54,59,17,33,14,20,4,15,7,0,0,0,0,0,0,0,3,0,0,10,15,10,23,26,56,41,67,27,59,27,20,10,10,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,0,8,0,0,5,3,0,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3588,9,0,13,8,25,27,30,16,46,34,92,86,133,85,121,46,57,27,26,0,21,12,0,0,3,30,3588
Chittaway Bay - Tumbi Umbi,0,0,18,10,12,3,11,3,13,7,28,19,26,43,57,43,56,36,47,10,60,19,5,4,5,0,0,0,0,4,6,5,5,8,6,14,14,39,7,34,25,43,34,33,15,24,9,43,10,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,7,0,3,6,5,0,6,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5135,0,5,19,20,16,9,28,13,28,27,67,25,61,65,106,84,90,55,75,24,106,28,8,4,7,31,5135
Gorokan - Kanwal - Charmhaven,21,4,54,12,28,21,43,28,51,29,110,83,183,128,169,66,79,32,44,5,35,12,0,0,0,0,0,0,7,23,5,15,51,46,45,53,60,119,107,242,132,150,48,73,19,37,9,33,4,0,0,6,0,0,0,0,8,3,3,7,8,5,8,3,15,16,16,17,14,6,12,3,9,0,10,0,0,0,0,90,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6896,21,15,90,27,46,77,97,74,108,88,242,204,447,281,334,123,164,65,87,16,71,16,0,0,5,91,6896
Jilliby - Yarramalong,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,3,0,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,0,0,0,6,3,6,0,9,0,8,3,0,0,0,0,4,0,17,11,9,0,4,9,1134
Lake Munmorah - Mannering Park,4,4,5,7,19,3,13,0,12,13,35,15,43,34,73,24,27,7,16,5,14,0,3,0,0,0,0,0,0,0,0,8,17,23,0,13,6,43,26,39,40,51,15,22,15,16,0,9,3,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,5,0,7,0,12,3,3,0,9,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4461,4,4,7,7,33,18,35,3,21,21,84,39,90,73,129,36,57,27,35,10,28,8,3,0,3,20,4461
Ourimbah - Fountaindale,0,0,7,0,3,0,9,0,4,0,7,11,27,26,27,14,23,3,12,0,15,4,0,0,0,0,0,0,0,6,0,3,0,5,0,0,6,9,10,13,15,12,8,11,3,3,0,9,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508,4,0,9,0,6,7,11,0,7,6,21,17,37,40,43,20,38,12,21,0,25,8,3,0,3,12,1508
Summerland Point - Gwandalan,0,0,0,0,0,4,3,0,6,3,15,9,31,23,44,14,26,19,19,0,13,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,8,32,14,28,21,20,11,17,12,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,9,0,0,6,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2444,0,0,0,0,3,3,8,6,13,11,56,26,63,48,72,28,44,34,33,4,19,0,0,0,0,17,2444
The Entrance,11,7,88,16,19,20,35,21,51,42,112,53,127,100,162,71,112,55,56,23,62,30,9,5,0,0,0,3,3,27,12,18,47,55,49,92,98,135,107,226,118,183,66,88,30,43,14,47,23,9,0,3,0,0,0,0,13,0,0,3,3,4,7,0,10,4,7,7,21,9,7,4,12,0,10,5,5,0,0,70,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,5,0,0,24,6816,16,14,130,27,38,75,101,76,153,144,263,162,367,226,362,151,209,90,107,34,119,63,20,6,13,92,6816
Toukley - Norah Head,8,7,28,12,25,5,22,16,37,18,74,38,87,68,69,26,31,19,19,5,13,10,0,0,4,0,0,0,0,13,4,9,37,34,42,49,34,80,57,100,39,63,26,18,12,13,6,13,0,0,0,0,0,0,0,0,3,3,0,4,3,5,4,3,8,7,9,5,17,0,6,0,5,0,5,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,3464,8,3,43,18,38,46,63,59,88,53,164,105,198,111,144,49,63,37,38,13,33,13,5,0,12,46,3464
Tuggerah - Kangy Angy,0,0,0,0,4,3,4,0,11,0,6,8,27,29,61,25,30,17,15,13,42,11,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,9,6,21,18,23,20,27,9,8,9,18,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,0,0,3,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1471,0,0,0,0,6,3,11,3,15,4,16,11,51,53,89,47,58,30,24,21,67,17,3,0,0,16,1471
Warnervale - Wadalba,0,6,13,9,19,12,9,8,14,9,18,6,40,35,55,50,116,107,227,106,212,34,0,0,0,0,0,0,0,0,0,19,20,3,6,17,8,15,10,44,31,59,31,55,59,127,51,106,21,5,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,11,9,9,15,25,11,20,4,6,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4827,3,3,18,7,38,35,15,19,37,18,31,11,83,71,123,91,183,178,389,169,335,51,14,4,0,62,4827
Wyong,5,15,75,21,21,11,15,19,23,19,48,32,57,54,81,38,45,30,20,10,25,4,0,0,0,0,0,0,9,25,16,12,32,17,12,21,12,31,39,67,42,56,36,33,24,25,3,26,3,3,4,0,0,0,0,0,4,3,8,0,3,0,0,4,5,4,7,4,3,3,5,0,4,0,10,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540,9,29,104,39,40,44,38,35,46,39,87,69,135,99,143,72,89,50,47,16,57,12,3,3,0,73,2540
Bathurst - East,7,11,31,15,13,10,38,11,15,22,50,34,48,49,83,60,58,25,13,5,12,0,0,0,0,0,0,0,9,8,0,10,19,20,16,10,12,25,13,39,27,44,13,21,13,11,0,3,0,0,0,4,0,0,0,0,6,0,3,0,0,0,3,0,6,4,7,3,8,5,10,4,3,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3567,11,23,50,17,33,34,56,36,25,39,82,49,98,71,133,80,93,40,24,10,15,0,0,0,4,34,3567
Bathurst Surrounds,6,0,21,8,10,5,11,3,16,6,17,9,10,4,8,3,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,9,0,5,0,5,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2775,3,0,16,3,11,5,15,7,20,9,24,9,17,3,11,3,3,0,9,0,3,0,0,0,0,25,2775
Oberon,6,4,27,11,18,7,28,3,30,10,50,15,15,10,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,15,0,10,12,17,7,9,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2107,6,8,26,16,28,7,41,4,47,21,70,26,36,16,24,6,3,0,0,0,0,0,0,0,0,34,2107
Bathurst - South,13,13,52,29,51,51,102,61,159,129,221,110,122,66,76,17,34,7,12,0,10,0,0,0,0,0,0,5,8,17,9,25,45,66,51,81,90,106,58,85,26,35,3,6,6,0,0,0,0,0,0,0,0,0,0,5,8,0,3,0,9,4,6,5,20,4,11,12,13,0,5,4,0,0,0,0,0,0,0,70,0,0,0,5,0,0,3,0,4,5,3,7,3,0,0,4,0,0,0,4,0,0,0,4,0,3,14,3060,14,19,76,40,82,98,175,119,252,228,349,180,217,112,121,20,41,13,14,5,11,3,3,0,4,84,3060
Bathurst - West,4,3,28,15,19,9,40,16,43,39,87,59,100,65,93,54,102,19,27,0,16,4,0,0,0,0,0,0,0,4,7,8,8,22,8,22,26,57,34,44,37,30,22,21,12,14,0,3,3,0,0,0,0,0,4,0,5,0,0,0,6,0,5,6,10,4,8,5,11,4,3,4,0,0,4,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4420,10,11,32,25,24,20,64,28,72,67,153,107,155,108,129,80,127,34,37,3,24,6,0,0,0,54,4420
Condobolin,51,20,39,23,64,35,60,14,32,9,21,3,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,19,25,13,6,10,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,5,0,3,6,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2507,58,21,55,33,90,74,88,24,47,15,26,3,10,6,6,0,0,0,3,0,0,0,0,0,6,62,2507
Cowra,5,15,53,35,60,56,86,60,103,60,51,18,24,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,36,66,40,53,62,26,29,10,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,0,10,7,7,3,5,0,3,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3280,5,23,64,48,102,126,136,113,171,93,93,33,43,13,19,5,5,3,3,0,0,3,0,0,3,56,3280
Cowra Surrounds,7,6,21,7,33,21,33,18,9,11,19,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,10,11,19,4,7,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,5,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2545,16,6,25,10,46,28,51,30,34,17,30,3,17,0,0,0,0,0,0,0,0,0,0,0,0,35,2545
Forbes,17,16,47,33,56,43,78,41,76,44,56,11,28,16,20,0,5,0,4,0,0,0,0,0,0,0,0,7,3,12,13,25,16,34,44,41,21,23,9,9,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,7,7,7,6,5,7,7,8,4,4,4,3,0,4,0,0,0,0,0,0,0,0,0,0,68,0,4,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3690,30,23,64,54,91,65,121,87,127,68,83,25,41,18,29,3,7,0,4,0,5,0,0,0,4,84,3690
Grenfell,26,3,27,10,23,14,38,13,10,7,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,8,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,26,4,30,13,41,22,54,31,23,7,8,0,3,0,0,0,0,0,0,0,0,4,0,0,6,13,1584
Parkes (NSW),3,13,44,34,56,49,80,37,95,52,109,44,56,35,49,8,15,3,5,0,3,0,0,0,0,0,0,0,7,10,16,23,41,42,33,33,28,45,9,23,5,8,0,0,4,0,0,0,4,0,5,0,0,0,0,0,9,0,4,0,7,9,9,6,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,4,3,0,5,4,0,0,3,8,0,0,0,6,0,0,0,0,0,7,0,0,0,0,14,3739,11,19,72,51,76,98,130,80,135,86,168,60,86,43,58,11,19,9,7,5,8,3,0,5,0,52,3739
Parkes Surrounds,9,6,23,11,22,9,28,6,9,5,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,5,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,12,6,34,18,40,18,44,20,19,7,11,0,3,4,0,0,3,0,0,0,0,0,0,0,0,31,1347
West Wyalong,19,10,27,17,26,23,27,13,31,9,28,10,10,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,6,3,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,0,3,0,3,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,5,3,7,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,20,2664,26,11,43,28,41,38,39,28,42,22,37,15,12,3,6,4,3,0,0,0,0,0,6,0,0,41,2664
Lithgow,8,19,86,37,43,31,61,36,83,84,123,40,83,23,27,6,11,3,3,0,3,0,0,0,0,0,0,0,5,24,26,25,24,48,52,97,83,83,28,34,13,16,0,4,0,3,0,4,3,0,0,0,0,0,3,0,14,0,3,4,14,3,11,11,8,4,10,4,8,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,6,0,0,0,3,0,5,0,0,0,0,0,0,0,0,7,0,0,0,16,4523,18,33,122,64,72,54,125,95,189,180,227,71,127,40,45,10,16,7,8,0,7,7,0,0,0,71,4523
Lithgow Surrounds,7,9,11,14,24,8,23,14,34,26,38,5,19,19,14,5,4,4,3,0,0,0,0,0,0,0,0,0,0,6,3,4,8,17,10,19,6,18,14,10,0,13,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3644,6,8,18,21,37,21,45,24,56,32,60,15,36,23,22,8,7,4,4,0,5,0,0,0,3,28,3644
Mudgee,10,0,12,5,9,20,23,18,41,34,80,35,98,73,110,45,108,46,69,16,43,13,0,6,0,0,0,0,0,10,7,24,41,28,18,36,42,72,35,53,30,35,15,30,11,19,0,12,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,4,4,7,11,8,11,4,15,3,5,0,0,0,0,0,0,60,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,5,0,0,3,0,0,6,3,0,3,7,10,4102,11,5,22,13,40,70,60,40,80,79,154,73,165,107,153,65,149,66,93,19,61,13,0,8,12,69,4102
Mudgee Surrounds - East,8,5,13,7,14,6,19,11,17,10,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,17,22,14,28,6,16,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,8,5,18,12,32,30,50,27,42,20,44,3,3,0,7,0,0,0,0,0,0,0,0,0,0,10,1672
